ad_id,reporting_start,reporting_end,capaign_id,b_capaign_id,age,gender,interest1,interest2,interest3,ipressions,clicks,spent,total_conversion,approved_conversion,gender2,CTR,CPC,CPA
950109,22-Aug-17,22-Aug-17,936,123445,30-34,M,20,24,22,343,0,0,1,1,M,0,0,0
950170,22-Aug-17,22-Aug-17,936,123455,30-34,M,15,19,16,1720,0,0,1,1,M,0,0,0
950179,22-Aug-17,22-Aug-17,936,123457,30-34,M,16,22,19,3423,0,0,1,1,M,0,0,0
950182,22-Aug-17,22-Aug-17,936,123457,30-34,M,16,20,19,3242,0,0,1,0,M,0,0,0
950183,22-Aug-17,22-Aug-17,936,123457,30-34,M,16,22,19,15720,1,1.379999995,1,0,M,6.36E-05,1.379999995,0
950200,22-Aug-17,22-Aug-17,936,123460,30-34,M,10,13,15,1217,0,0,1,1,M,0,0,0
950224,22-Aug-17,22-Aug-17,936,123464,40-44,M,20,21,23,2367,2,2.839999914,1,1,M,0.000844951,1.419999957,2.839999914
950326,22-Aug-17,22-Aug-17,936,123481,35-39,M,16,19,22,6607,1,1.320000052,2,0,M,0.000151355,1.320000052,0
950345,23-Aug-17,23-Aug-17,936,123484,30-34,M,64,66,65,616,0,0,1,0,M,0,0,0
950452,23-Aug-17,23-Aug-17,936,123502,45-49,M,16,22,22,5537,1,1.519999981,1,0,M,0.000180603,1.519999981,0
950463,19-Aug-17,19-Aug-17,936,123504,45-49,M,15,19,18,818,0,0,1,0,M,0,0,0
950495,19-Aug-17,19-Aug-17,936,123509,45-49,M,21,25,25,1909,1,0.980000019,1,0,M,0.000523834,0.980000019,0
950521,18-Aug-17,18-Aug-17,936,123514,30-34,M,21,27,25,351,0,0,1,0,M,0,0,0
950531,19-Aug-17,19-Aug-17,936,123515,45-49,M,22,24,26,572,0,0,1,0,M,0,0,0
950537,19-Aug-17,19-Aug-17,936,123516,40-44,M,36,41,40,1884,1,1.409999967,1,0,M,0.000530786,1.409999967,0
950550,19-Aug-17,19-Aug-17,936,123519,30-34,M,30,35,36,219,0,0,1,0,M,0,0,0
950577,19-Aug-17,19-Aug-17,936,123523,30-34,M,32,38,34,540,0,0,1,1,M,0,0,0
950578,19-Aug-17,19-Aug-17,936,123523,30-34,M,32,37,37,550,0,0,1,0,M,0,0,0
950595,18-Aug-17,18-Aug-17,936,123526,30-34,M,26,30,31,465,0,0,1,0,M,0,0,0
950609,18-Aug-17,18-Aug-17,936,123528,30-34,M,29,31,35,1761,0,0,1,1,M,0,0,0
950629,23-Aug-17,23-Aug-17,936,123532,30-34,M,65,67,68,152,0,0,1,1,M,0,0,0
950631,23-Aug-17,23-Aug-17,936,123532,30-34,M,65,70,70,152,0,0,1,1,M,0,0,0
950649,23-Aug-17,23-Aug-17,936,123535,30-34,M,64,67,70,429,0,0,1,0,M,0,0,0
950745,18-Aug-17,18-Aug-17,936,123551,30-34,M,29,32,31,1514,0,0,2,2,M,0,0,0
950770,18-Aug-17,18-Aug-17,936,123555,30-34,M,28,31,30,7780,3,4.329999924,2,2,M,0.000385604,1.443333308,2.164999962
950772,18-Aug-17,18-Aug-17,936,123556,35-39,M,28,30,33,460,0,0,1,0,M,0,0,0
950773,18-Aug-17,18-Aug-17,936,123556,35-39,M,28,29,32,471,0,0,1,0,M,0,0,0
950776,18-Aug-17,18-Aug-17,936,123556,35-39,M,28,29,32,2633,1,1.070000052,1,0,M,0.000379795,1.070000052,0
950787,18-Aug-17,18-Aug-17,936,123558,30-34,M,27,32,30,199,0,0,1,0,M,0,0,0
950808,22-Aug-17,22-Aug-17,936,123562,35-39,M,32,33,38,398,0,0,1,0,M,0,0,0
950839,22-Aug-17,22-Aug-17,936,123567,30-34,M,24,29,25,246,0,0,2,2,M,0,0,0
950878,19-Aug-17,19-Aug-17,936,123573,40-44,M,10,11,15,2967,1,1.5,1,1,M,0.000337041,1.5,1.5
950969,19-Aug-17,19-Aug-17,936,123588,45-49,M,36,38,40,255,0,0,1,0,M,0,0,0
951021,19-Aug-17,19-Aug-17,936,123597,30-34,F,7,13,9,457,0,0,1,1,F,0,0,0
951033,19-Aug-17,19-Aug-17,936,123599,30-34,F,10,13,13,5517,1,1.230000019,1,0,F,0.000181258,1.230000019,0
951035,19-Aug-17,19-Aug-17,936,123599,30-34,F,10,15,12,1539,0,0,1,1,F,0,0,0
951043,19-Aug-17,19-Aug-17,936,123601,30-34,F,16,22,17,3189,0,0,1,0,F,0,0,0
951045,19-Aug-17,19-Aug-17,936,123601,30-34,F,16,20,21,3348,0,0,1,0,F,0,0,0
951046,19-Aug-17,19-Aug-17,936,123601,30-34,F,16,18,17,20050,4,4.659999847,4,1,F,0.000199501,1.164999962,4.659999847
951102,19-Aug-17,19-Aug-17,936,123611,45-49,M,16,18,19,2254,0,0,1,0,M,0,0,0
951105,19-Aug-17,19-Aug-17,936,123611,45-49,M,16,20,21,5894,1,1.539999962,1,1,M,0.000169664,1.539999962,1.539999962
951133,18-Aug-17,18-Aug-17,936,123616,35-39,M,16,21,19,9948,2,2.720000029,2,0,M,0.000201045,1.360000015,0
951202,18-Aug-17,18-Aug-17,936,123627,45-49,F,26,29,28,5307,3,4.289999962,2,1,F,0.000565291,1.429999987,4.289999962
951225,18-Aug-17,18-Aug-17,936,123631,35-39,F,22,28,28,4621,2,3.25,1,1,F,0.000432807,1.625,3.25
951270,18-Aug-17,18-Aug-17,936,123639,35-39,F,18,21,19,784,0,0,1,1,F,0,0,0
951282,18-Aug-17,18-Aug-17,936,123641,35-39,F,16,22,17,5775,1,1.580000043,1,1,F,0.00017316,1.580000043,1.580000043
951285,19-Aug-17,19-Aug-17,936,123641,35-39,F,16,20,20,9297,2,2.619999886,2,1,F,0.000215123,1.309999943,2.619999886
951294,19-Aug-17,19-Aug-17,936,123643,35-39,F,15,16,17,699,0,0,1,0,F,0,0,0
951305,19-Aug-17,19-Aug-17,936,123644,35-39,F,10,12,13,1104,0,0,1,0,F,0,0,0
951334,18-Aug-17,18-Aug-17,936,123649,30-34,F,64,70,69,3717,1,1.539999962,1,0,F,0.000269034,1.539999962,0
951391,19-Aug-17,19-Aug-17,936,123659,30-34,F,28,29,33,2879,1,1.590000033,2,2,F,0.000347343,1.590000033,0.795000017
951392,20-Aug-17,20-Aug-17,936,123659,30-34,F,28,31,32,2749,1,1.389999986,1,0,F,0.000363769,1.389999986,0
951400,21-Aug-17,21-Aug-17,936,123660,45-49,F,10,12,15,24028,9,12.39000034,2,0,F,0.000374563,1.376666704,0
951402,21-Aug-17,21-Aug-17,936,123661,30-34,F,29,32,31,1118,0,0,1,1,F,0,0,0
951413,21-Aug-17,21-Aug-17,936,123662,30-34,F,26,29,27,1083,0,0,2,1,F,0,0,0
951420,21-Aug-17,21-Aug-17,936,123664,30-34,F,27,33,32,843,0,0,1,0,F,0,0,0
951444,21-Aug-17,21-Aug-17,936,123668,30-34,F,25,28,26,2983,1,0.970000029,1,0,F,0.000335233,0.970000029,0
951448,22-Aug-17,22-Aug-17,936,123668,30-34,F,25,30,28,696,0,0,1,0,F,0,0,0
951462,21-Aug-17,21-Aug-17,936,123671,45-49,F,16,20,19,7589,2,3.150000095,1,1,F,0.000263539,1.575000048,3.150000095
951464,21-Aug-17,21-Aug-17,936,123671,45-49,F,16,17,21,20997,10,11.94999981,1,0,F,0.000476259,1.194999981,0
951465,21-Aug-17,21-Aug-17,936,123671,45-49,F,16,18,17,4617,1,1.360000014,1,0,F,0.000216591,1.360000014,0
951498,21-Aug-17,21-Aug-17,936,123677,45-49,F,20,22,21,259,0,0,1,0,F,0,0,0
951508,21-Aug-17,21-Aug-17,936,123678,30-34,F,18,21,22,1134,0,0,1,0,F,0,0,0
951542,20-Aug-17,20-Aug-17,936,123684,40-44,F,27,32,28,357,0,0,1,0,F,0,0,0
951607,20-Aug-17,20-Aug-17,936,123695,40-44,F,10,15,15,848,0,0,1,1,F,0,0,0
951608,20-Aug-17,20-Aug-17,936,123695,40-44,F,10,15,13,3149,1,1.480000019,1,0,F,0.000317561,1.480000019,0
951641,20-Aug-17,20-Aug-17,936,123700,40-44,F,2,4,7,87,0,0,1,1,F,0,0,0
951677,20-Aug-17,20-Aug-17,936,123706,35-39,F,27,28,31,2563,1,1.480000019,1,0,F,0.000390168,1.480000019,0
951692,21-Aug-17,21-Aug-17,936,123709,35-39,F,10,15,14,1107,0,0,1,0,F,0,0,0
951715,20-Aug-17,20-Aug-17,936,123713,45-49,F,64,65,65,10677,5,7.269999981,1,0,F,0.000468296,1.453999996,0
951756,20-Aug-17,20-Aug-17,936,123720,35-39,F,22,25,26,2189,1,0.409999996,1,0,F,0.00045683,0.409999996,0
951779,20-Aug-17,20-Aug-17,936,123723,45-49,F,27,32,29,3277,2,2.680000067,1,0,F,0.000610314,1.340000034,0
951782,24-Aug-17,24-Aug-17,936,123724,45-49,F,26,30,29,781,0,0,1,0,F,0,0,0
951810,24-Aug-17,24-Aug-17,936,123729,35-39,F,16,17,22,2226,0,0,1,0,F,0,0,0
951812,29-Aug-17,29-Aug-17,936,123729,35-39,F,16,18,18,16274,4,6.079999924,2,0,F,0.000245791,1.519999981,0
951837,29-Aug-17,29-Aug-17,936,123733,45-49,F,20,23,23,2077,1,1.50999999,1,1,F,0.000481464,1.50999999,1.50999999
951853,29-Aug-17,29-Aug-17,936,123736,30-34,F,20,23,25,529,0,0,0,0,F,0,0,0
951854,25-Aug-17,25-Aug-17,936,123736,30-34,F,20,26,25,487,0,0,1,0,F,0,0,0
951856,25-Aug-17,25-Aug-17,936,123736,30-34,F,20,23,21,4626,2,2.099999905,2,0,F,0.000432339,1.049999953,0
951941,25-Aug-17,25-Aug-17,936,123750,30-34,F,28,33,34,2764,1,1.559999943,1,1,F,0.000361795,1.559999943,1.559999943
952001,25-Aug-17,25-Aug-17,936,123760,45-49,F,10,12,13,5447,2,2.960000038,1,0,F,0.000367175,1.480000019,0
952031,25-Aug-17,25-Aug-17,936,123765,40-44,F,16,17,17,28169,8,12.36999989,1,1,F,0.000284,1.546249986,12.36999989
952080,29-Aug-17,29-Aug-17,936,123774,40-44,F,27,30,30,415,0,0,1,0,F,0,0,0
952100,29-Aug-17,29-Aug-17,936,123777,35-39,F,29,31,30,810,0,0,1,1,F,0,0,0
1121091,28-Aug-17,28-Aug-17,1178,144531,30-34,M,10,11,15,1194718,141,254.049996,28,14,M,0.000118019,1.801773021,18.14642829
1121092,28-Aug-17,28-Aug-17,1178,144531,30-34,M,10,12,11,637648,67,122.4,13,5,M,0.000105074,1.826865672,24.48
1121094,28-Aug-17,28-Aug-17,1178,144531,30-34,M,10,16,15,24362,0,0,1,1,M,0,0,0
1121095,28-Aug-17,28-Aug-17,1178,144531,30-34,M,10,16,12,459690,50,86.33000112,5,2,M,0.000108769,1.726600022,43.16500056
1121096,28-Aug-17,28-Aug-17,1178,144531,30-34,M,10,11,16,750060,86,161.9099991,11,2,M,0.000114657,1.882674408,80.95499955
1121097,29-Aug-17,29-Aug-17,1178,144532,30-34,M,15,18,18,30068,1,1.820000052,1,0,M,3.33E-05,1.820000052,0
1121098,29-Aug-17,29-Aug-17,1178,144532,30-34,M,15,18,21,1267550,123,236.7699986,24,10,M,9.70E-05,1.924959338,23.67699986
1121100,29-Aug-17,29-Aug-17,1178,144532,30-34,M,15,20,17,3052003,340,639.9499981,60,17,M,0.000111402,1.882205877,37.64411754
1121101,28-Aug-17,28-Aug-17,1178,144532,30-34,M,15,17,21,29945,1,1.590000033,2,1,M,3.34E-05,1.590000033,1.590000033
1121102,25-Aug-17,25-Aug-17,1178,144532,30-34,M,15,18,20,357856,30,52.97000015,7,3,M,8.38E-05,1.765666672,17.65666672
1121104,25-Aug-17,25-Aug-17,1178,144533,30-34,M,16,20,20,2080666,202,360.1500015,40,21,M,9.71E-05,1.7829208,17.15000007
1121105,26-Aug-17,26-Aug-17,1178,144533,30-34,M,16,22,19,145999,9,16.5200001,5,2,M,6.16E-05,1.835555567,8.26000005
1121107,26-Aug-17,26-Aug-17,1178,144533,30-34,M,16,17,19,32616,1,1.539999962,2,0,M,3.07E-05,1.539999962,0
1121108,26-Aug-17,26-Aug-17,1178,144533,30-34,M,16,20,18,984521,95,163.8999972,26,14,M,9.65E-05,1.725263128,11.70714266
1121110,26-Aug-17,26-Aug-17,1178,144534,30-34,M,18,20,22,880814,123,210.3600006,6,2,M,0.000139644,1.710243907,105.1800003
1121111,26-Aug-17,26-Aug-17,1178,144534,30-34,M,18,19,21,182452,20,35.73000026,4,1,M,0.000109618,1.786500013,35.73000026
1121113,27-Aug-17,27-Aug-17,1178,144534,30-34,M,18,24,24,894911,120,215.8399994,7,4,M,0.000134092,1.798666662,53.95999985
1121114,27-Aug-17,27-Aug-17,1178,144534,30-34,M,18,23,23,31349,2,3.800000072,1,0,M,6.38E-05,1.900000036,0
1121115,26-Aug-17,26-Aug-17,1178,144535,30-34,M,19,21,21,410310,55,96.80000055,3,0,M,0.000134045,1.76000001,0
1121116,26-Aug-17,26-Aug-17,1178,144535,30-34,M,19,20,24,572450,89,157.329998,7,4,M,0.000155472,1.767752787,39.3324995
1121117,26-Aug-17,26-Aug-17,1178,144535,30-34,M,19,24,25,98759,15,26.56999946,1,1,M,0.000151885,1.771333297,26.56999946
1121119,25-Aug-17,25-Aug-17,1178,144535,30-34,M,19,21,22,345371,54,93.08999991,7,3,M,0.000156354,1.723888887,31.02999997
1121121,25-Aug-17,25-Aug-17,1178,144536,30-34,M,20,22,25,323899,46,78.9200002,5,1,M,0.00014202,1.715652178,78.9200002
1121122,25-Aug-17,25-Aug-17,1178,144536,30-34,M,20,21,25,399199,58,103.1500002,3,0,M,0.000145291,1.778448279,0
1121123,25-Aug-17,25-Aug-17,1178,144536,30-34,M,20,24,22,171202,22,36.53000021,3,1,M,0.000128503,1.660454555,36.53000021
1121124,26-Aug-17,26-Aug-17,1178,144536,30-34,M,20,26,24,128386,15,28.85000002,2,1,M,0.000116835,1.923333335,28.85000002
1121125,26-Aug-17,26-Aug-17,1178,144536,30-34,M,20,26,24,1034284,152,257.7099986,20,9,M,0.000146962,1.695460517,28.63444429
1121126,26-Aug-17,26-Aug-17,1178,144536,30-34,M,20,21,24,45923,5,7.220000148,2,0,M,0.000108878,1.44400003,0
1121127,26-Aug-17,26-Aug-17,1178,144537,30-34,M,21,23,22,40873,4,7.899999976,2,1,M,9.79E-05,1.974999994,7.899999976
1121128,26-Aug-17,26-Aug-17,1178,144537,30-34,M,21,26,22,286553,34,62.06000042,2,1,M,0.000118652,1.82529413,62.06000042
1121129,28-Aug-17,28-Aug-17,1178,144537,30-34,M,21,25,25,20618,1,2.099999905,2,1,M,4.85E-05,2.099999905,2.099999905
1121131,28-Aug-17,28-Aug-17,1178,144537,30-34,M,21,27,25,83591,7,14.14000046,2,2,M,8.37E-05,2.020000066,7.07000023
1121132,21-Aug-17,21-Aug-17,1178,144537,30-34,M,21,23,27,114923,12,23.73000026,4,2,M,0.000104418,1.977500022,11.86500013
1121133,21-Aug-17,21-Aug-17,1178,144538,30-34,M,22,25,23,25002,1,1.710000038,1,0,M,4.00E-05,1.710000038,0
1121134,21-Aug-17,21-Aug-17,1178,144538,30-34,M,22,27,28,68905,5,9.440000057,1,0,M,7.26E-05,1.888000011,0
1121136,21-Aug-17,21-Aug-17,1178,144538,30-34,M,22,26,26,169588,16,27.79999924,1,0,M,9.43E-05,1.737499953,0
1121138,21-Aug-17,21-Aug-17,1178,144538,30-34,M,22,26,24,328991,35,67.65000057,5,2,M,0.000106386,1.932857159,33.82500029
1121141,21-Aug-17,21-Aug-17,1178,144539,30-34,M,23,29,27,23198,2,2.980000019,1,0,M,8.62E-05,1.49000001,0
1121142,21-Aug-17,21-Aug-17,1178,144539,30-34,M,23,24,27,26890,2,3.24000001,1,0,M,7.44E-05,1.620000005,0
1121143,21-Aug-17,21-Aug-17,1178,144539,30-34,M,23,28,27,221695,31,52.26000011,5,2,M,0.000139832,1.685806455,26.13000006
1121152,20-Aug-17,20-Aug-17,1178,144541,30-34,M,24,29,28,88443,7,13.0400002,1,1,M,7.91E-05,1.862857171,13.0400002
1121153,20-Aug-17,20-Aug-17,1178,144541,30-34,M,24,27,30,187856,23,38.38999975,5,1,M,0.000122434,1.669130424,38.38999975
1121164,19-Aug-17,19-Aug-17,1178,144545,30-34,M,25,31,30,570699,80,138.7699997,9,2,M,0.000140179,1.734624996,69.38499985
1121167,19-Aug-17,19-Aug-17,1178,144545,30-34,M,25,29,31,1063508,145,260.3800013,23,7,M,0.000136341,1.795724147,37.19714304
1121168,19-Aug-17,19-Aug-17,1178,144545,30-34,M,25,27,28,50523,6,8.549999952,1,0,M,0.000118758,1.424999992,0
1121172,20-Aug-17,20-Aug-17,1178,144547,30-34,M,26,30,28,87935,9,15.63000023,1,0,M,0.000102348,1.736666692,0
1121173,20-Aug-17,20-Aug-17,1178,144547,30-34,M,26,31,32,278225,33,60.19999957,3,0,M,0.000118609,1.824242411,0
1121175,20-Aug-17,20-Aug-17,1178,144547,30-34,M,26,28,29,209461,20,34.19000006,1,0,M,9.55E-05,1.709500003,0
1121177,20-Aug-17,20-Aug-17,1178,144547,30-34,M,26,28,29,26316,2,3.24000001,3,0,M,7.60E-05,1.620000005,0
1121181,20-Aug-17,20-Aug-17,1178,144549,30-34,M,27,32,29,41030,3,5.140000105,2,1,M,7.31E-05,1.713333368,5.140000105
1121182,20-Aug-17,20-Aug-17,1178,144549,30-34,M,27,28,33,876671,120,216.5599982,22,4,M,0.000136881,1.804666652,54.13999955
1121183,21-Aug-17,21-Aug-17,1178,144549,30-34,M,27,32,29,399392,53,93.07000041,5,0,M,0.000132702,1.756037744,0
1121184,22-Aug-17,22-Aug-17,1178,144549,30-34,M,27,31,29,283858,30,56.05999923,1,0,M,0.000105687,1.868666641,0
1121185,23-Aug-17,23-Aug-17,1178,144549,30-34,M,27,28,29,260699,31,54.09999871,5,2,M,0.000118911,1.745161249,27.04999936
1121193,23-Aug-17,23-Aug-17,1178,144552,30-34,M,28,34,29,57781,5,7.800000072,2,1,M,8.65E-05,1.560000014,7.800000072
1121195,23-Aug-17,23-Aug-17,1178,144552,30-34,M,28,34,33,38757,3,5.220000029,1,0,M,7.74E-05,1.74000001,0
1121196,23-Aug-17,23-Aug-17,1178,144552,30-34,M,28,29,29,1392288,206,358.5500029,31,7,M,0.000147958,1.740533995,51.22142899
1121197,23-Aug-17,23-Aug-17,1178,144552,30-34,M,28,30,32,1109387,159,280.9899995,13,2,M,0.000143322,1.767232701,140.4949998
1121202,28-Aug-17,28-Aug-17,1178,144554,30-34,M,29,32,34,581281,65,115.1200008,10,5,M,0.000111822,1.771076935,23.02400016
1121203,23-Aug-17,23-Aug-17,1178,144554,30-34,M,29,35,33,1048861,128,219.770002,22,8,M,0.000122037,1.716953141,27.47125025
1121205,23-Aug-17,23-Aug-17,1178,144554,30-34,M,29,32,30,297452,30,52.01999986,4,1,M,0.000100857,1.733999995,52.01999986
1121206,23-Aug-17,23-Aug-17,1178,144554,30-34,M,29,34,31,227925,22,35.30999994,22,12,M,9.65E-05,1.604999997,2.942499995
1121207,23-Aug-17,23-Aug-17,1178,144554,30-34,M,29,34,31,374175,38,63.32000101,8,3,M,0.000101557,1.666315816,21.106667
1121211,23-Aug-17,23-Aug-17,1178,144556,30-34,M,30,32,31,223586,32,54.24000037,1,0,M,0.000143122,1.695000012,0
1121213,22-Aug-17,22-Aug-17,1178,144556,30-34,M,30,31,35,283170,39,65.22999996,2,1,M,0.000137726,1.672564102,65.22999996
1121215,22-Aug-17,22-Aug-17,1178,144556,30-34,M,30,31,34,41636,3,4.210000038,1,0,M,7.21E-05,1.403333346,0
1121216,22-Aug-17,22-Aug-17,1178,144556,30-34,M,30,32,34,198658,30,48.60999978,8,1,M,0.000151013,1.620333326,48.60999978
1121220,22-Aug-17,22-Aug-17,1178,144558,30-34,M,31,37,35,100596,10,13.91999972,4,2,M,9.94E-05,1.391999972,6.95999986
1121223,22-Aug-17,22-Aug-17,1178,144558,30-34,M,31,37,35,64020,5,11.0599997,1,0,M,7.81E-05,2.21199994,0
1121224,23-Aug-17,23-Aug-17,1178,144558,30-34,M,31,32,33,14289,0,0,1,0,M,0,0,0
1121229,22-Aug-17,22-Aug-17,1178,144561,30-34,M,32,36,37,404866,43,87.42000079,4,0,M,0.000106208,2.033023274,0
1121231,22-Aug-17,22-Aug-17,1178,144561,30-34,M,32,36,35,22256,1,1.659999967,1,1,M,4.49E-05,1.659999967,1.659999967
1121233,22-Aug-17,22-Aug-17,1178,144561,30-34,M,32,34,36,57690,4,6.74000001,1,0,M,6.93E-05,1.685000003,0
1121241,27-Aug-17,27-Aug-17,1178,144562,30-34,M,36,40,37,24952,5,8.220000267,3,2,M,0.000200385,1.644000053,4.110000134
1121242,27-Aug-17,27-Aug-17,1178,144562,30-34,M,36,37,39,38900,3,5.580000043,1,0,M,7.71E-05,1.860000014,0
1121243,22-Aug-17,22-Aug-17,1178,144562,30-34,M,36,42,42,53520,6,9.2299999,1,1,M,0.000112108,1.538333317,9.2299999
1121244,22-Aug-17,22-Aug-17,1178,144562,30-34,M,36,41,41,181683,20,34.22999972,2,1,M,0.000110082,1.711499986,34.22999972
1121245,22-Aug-17,22-Aug-17,1178,144562,30-34,M,36,37,40,29185,2,3.149999976,1,0,M,6.85E-05,1.574999988,0
1121246,22-Aug-17,22-Aug-17,1178,144562,30-34,M,36,41,38,105047,13,20.2099994,3,1,M,0.000123754,1.554615338,20.2099994
1121250,22-Aug-17,22-Aug-17,1178,144565,30-34,M,63,67,64,287976,31,59.43999982,3,2,M,0.000107648,1.917419349,29.71999991
1121251,23-Aug-17,23-Aug-17,1178,144565,30-34,M,63,65,69,212175,22,38.58999968,2,1,M,0.000103688,1.754090895,38.58999968
1121252,23-Aug-17,23-Aug-17,1178,144565,30-34,M,63,69,67,11139,0,0,1,1,M,0,0,0
1121254,22-Aug-17,22-Aug-17,1178,144565,30-34,M,63,64,65,124005,11,21.84999979,4,1,M,8.87E-05,1.986363617,21.84999979
1121255,22-Aug-17,22-Aug-17,1178,144565,30-34,M,63,64,67,20423,1,1.960000038,1,0,M,4.90E-05,1.960000038,0
1121261,22-Aug-17,22-Aug-17,1178,144567,30-34,M,64,67,65,103001,14,22.32000005,1,0,M,0.000135921,1.594285718,0
1121262,30-Aug-17,30-Aug-17,1178,144567,30-34,M,64,66,67,447420,66,110.2399991,7,2,M,0.000147512,1.670303017,55.11999955
1121263,30-Aug-17,30-Aug-17,1178,144567,30-34,M,64,66,69,156101,19,29.75000048,2,2,M,0.000121716,1.565789499,14.87500024
1121264,30-Aug-17,30-Aug-17,1178,144567,30-34,M,64,70,67,93015,12,18.47000015,1,0,M,0.000129011,1.539166679,0
1121265,22-Aug-17,22-Aug-17,1178,144568,30-34,M,65,70,68,145398,23,36.24000025,1,0,M,0.000158186,1.575652185,0
1121269,22-Aug-17,22-Aug-17,1178,144568,30-34,M,65,67,67,296413,50,76.43999958,3,1,M,0.000168684,1.528799992,76.43999958
1121273,22-Aug-17,22-Aug-17,1178,144569,30-34,M,2,4,4,9370,0,0,1,1,M,0,0,0
1121274,22-Aug-17,22-Aug-17,1178,144569,30-34,M,2,4,7,63785,7,11.80000019,6,2,M,0.000109744,1.685714313,5.900000095
1121275,22-Aug-17,22-Aug-17,1178,144569,30-34,M,2,8,3,118522,14,26.81999981,2,1,M,0.000118122,1.915714272,26.81999981
1121276,22-Aug-17,22-Aug-17,1178,144569,30-34,M,2,5,5,240123,38,65.67000115,5,4,M,0.000158252,1.728157925,16.41750029
1121277,23-Aug-17,23-Aug-17,1178,144570,30-34,M,7,9,13,169108,20,32.24000025,2,1,M,0.000118268,1.612000013,32.24000025
1121278,23-Aug-17,23-Aug-17,1178,144570,30-34,M,7,13,10,1044442,142,245.5999999,22,8,M,0.000135958,1.729577464,30.69999999
1121279,24-Aug-17,24-Aug-17,1178,144570,30-34,M,7,10,13,93891,11,17.6400001,5,3,M,0.000117157,1.603636373,5.880000033
1121282,24-Aug-17,24-Aug-17,1178,144570,30-34,M,7,11,10,185823,25,38.54999936,4,1,M,0.000134537,1.541999974,38.54999936
1121284,24-Aug-17,24-Aug-17,1178,144571,30-34,M,66,68,70,175631,23,40.75999951,1,0,M,0.000130956,1.772173892,0
1121285,24-Aug-17,24-Aug-17,1178,144571,30-34,M,66,68,70,37187,4,6.370000005,1,0,M,0.000107564,1.592500001,0
1121286,24-Aug-17,24-Aug-17,1178,144571,30-34,M,66,67,69,10991,0,0,1,0,M,0,0,0
1121287,24-Aug-17,24-Aug-17,1178,144571,30-34,M,66,69,69,344618,51,89.76000047,3,1,M,0.00014799,1.760000009,89.76000047
1121289,24-Aug-17,24-Aug-17,1178,144572,35-39,M,10,14,13,98066,9,16.1500001,1,0,M,9.18E-05,1.794444456,0
1121290,24-Aug-17,24-Aug-17,1178,144572,35-39,M,10,13,12,770749,100,189.1299984,13,3,M,0.000129744,1.891299984,63.0433328
1121291,24-Aug-17,24-Aug-17,1178,144572,35-39,M,10,16,14,52553,5,8.529999852,1,0,M,9.51E-05,1.70599997,0
1121292,23-Aug-17,23-Aug-17,1178,144572,35-39,M,10,15,16,362296,39,67.77000129,7,3,M,0.000107647,1.737692341,22.59000043
1121293,23-Aug-17,23-Aug-17,1178,144572,35-39,M,10,16,13,427729,50,96.8999989,4,1,M,0.000116896,1.937999978,96.8999989
1121296,23-Aug-17,23-Aug-17,1178,144573,35-39,M,15,17,19,180351,21,37.13000011,1,1,M,0.00011644,1.768095243,37.13000011
1121297,23-Aug-17,23-Aug-17,1178,144573,35-39,M,15,16,16,187329,29,53.15999961,2,1,M,0.000154808,1.833103435,53.15999961
1121300,23-Aug-17,23-Aug-17,1178,144573,35-39,M,15,16,17,782894,118,192.9299995,5,2,M,0.000150723,1.634999996,96.46499975
1121302,23-Aug-17,23-Aug-17,1178,144574,35-39,M,16,17,22,1206533,128,236.1199988,17,6,M,0.000106089,1.844687491,39.35333313
1121303,23-Aug-17,23-Aug-17,1178,144574,35-39,M,16,19,21,84494,7,12.57000017,2,0,M,8.28E-05,1.79571431,0
1121304,23-Aug-17,23-Aug-17,1178,144574,35-39,M,16,17,20,94257,7,12.5800004,1,1,M,7.43E-05,1.797142914,12.5800004
1121309,23-Aug-17,23-Aug-17,1178,144575,35-39,M,18,24,20,131060,16,28.04999959,2,1,M,0.000122081,1.753124974,28.04999959
1121310,23-Aug-17,23-Aug-17,1178,144575,35-39,M,18,21,19,341603,50,83.48000121,4,2,M,0.000146369,1.669600024,41.74000061
1121311,30-Aug-17,30-Aug-17,1178,144575,35-39,M,18,20,24,140749,19,30.4799999,1,1,M,0.000134992,1.604210521,30.4799999
1121312,30-Aug-17,30-Aug-17,1178,144575,35-39,M,18,19,21,102525,13,20.29999983,2,1,M,0.000126798,1.561538448,20.29999983
1121316,28-Aug-17,28-Aug-17,1178,144576,35-39,M,19,23,23,447952,68,131.5799983,8,1,M,0.000151802,1.934999975,131.5799983
1121317,28-Aug-17,28-Aug-17,1178,144576,35-39,M,19,25,23,76355,9,14.62999988,2,0,M,0.00011787,1.625555542,0
1121319,28-Aug-17,28-Aug-17,1178,144577,35-39,M,20,26,26,256598,38,64.46999931,6,1,M,0.000148092,1.696578929,64.46999931
1121321,28-Aug-17,28-Aug-17,1178,144577,35-39,M,20,21,21,127476,21,30.15000057,3,2,M,0.000164737,1.435714313,15.07500029
1121322,28-Aug-17,28-Aug-17,1178,144577,35-39,M,20,22,24,237603,37,62.25000024,5,2,M,0.000155722,1.682432439,31.12500012
1121327,28-Aug-17,28-Aug-17,1178,144578,35-39,M,21,22,22,271091,42,78.03999984,3,1,M,0.00015493,1.858095234,78.03999984
